Customer_ID,Tenure,City,Zip Code,Latitude,Longitude,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Gigabits Used,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Revenue,Gender,Age,Married,Kidhome,Teenhome,Income,Churn
3692-JHONH,52,Kettleman City,93239,35.996923,-120.000951,None,Yes,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,106.5,5621.85,7154.33,Female,70,Yes,0,1,58401,No
3694-DELSO,4,Olancha,93549,36.296851,-117.865469,None,No,,Yes,DSL,53,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Credit Card,38.55,156.1,156.1,Male,56,Yes,0,1,49094,No
3694-GLTJM,5,Corning,96021,39.913777,-122.289984,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.65,92.05,301.7,Female,62,No,0,2,63404,No
3696-DFHHB,68,Big Bend,96011,41.096569,-121.879082,None,Yes,Yes,No,,,,,,,,,,Two Year,Bank Withdrawal,25.5,1821.8,2472.71,Female,50,No,0,1,56796,No
3696-XRIEN,50,San Jose,95124,37.257063,-121.923037,Offer B,Yes,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,82.5,4179.1,5220.25,Female,59,No,0,0,38620,No
3701-SFMUH,7,Trabuco Canyon,92679,33.631119,-117.567346,Offer E,Yes,No,Yes,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,69.7,516.15,552.34,Male,63,Yes,0,0,65370,No
3703-KBKZP,16,Standish,96128,40.346634,-120.386422,Offer D,Yes,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,Yes,Two Year,Bank Withdrawal,74.45,1261.35,1613.67,Male,70,No,0,0,83257,No
3703-TTEPD,21,Irvine,92614,33.680302,-117.833296,None,Yes,No,Yes,DSL,42,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,65.35,1424.4,1763.76,Male,28,No,1,1,47472,Yes
3703-VAVCL,2,Strawberry Valley,95981,39.58458,-121.093256,None,Yes,No,Yes,Fiber Optic,7,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Credit Card,90,190.05,283.89,Male,51,Yes,0,0,10979,No
3704-IEAXF,72,Los Angeles,90063,34.044271,-118.185237,None,No,,Yes,DSL,53,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,53.65,3784,3784,Female,49,Yes,0,1,59892,No
3705-PSNGL,45,Cerritos,90703,33.8681,-118.067402,Offer B,Yes,No,No,,,,,,,,,,One Year,Bank Withdrawal,20.4,930.45,2073.45,Male,49,No,0,1,55761,No
3705-RHRFR,69,Ukiah,95482,39.134075,-123.23422,None,Yes,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,99.15,6875.35,10004.5,Female,52,Yes,0,1,49413,No
3707-GNWHM,1,Carmel Valley,93924,36.414611,-121.6386,None,Yes,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,74.25,74.25,96.05,Male,28,No,1,0,22280,No
3707-LRWZD,32,Oakland,94611,37.828416,-122.216005,None,Yes,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,Yes,One Year,Bank Withdrawal,84.05,2781.85,4070.17,Female,44,No,1,1,43462,No
3709-OIJEA,26,Geyserville,95441,38.731771,-123.064272,None,Yes,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,Yes,One Year,Bank Withdrawal,-2,2184.6,2957.32,Male,51,No,0,1,77382,No
3712-PKXZA,61,Glendale,91201,34.17051,-118.289463,None,Yes,No,No,,,,,,,,,,One Year,Credit Card,20.55,1252,2427.47,Male,22,Yes,0,0,71964,No
3714-JTVOV,42,Crows Landing,95313,37.435664,-121.049056,Offer B,Yes,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,74.15,3229.4,3351.2,Female,76,Yes,0,0,58684,No
3714-NTNFO,49,Los Angeles,90048,34.072945,-118.37267,Offer B,Yes,Yes,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,84.5,3906.7,5239.5,Female,49,No,0,0,62847,No
3714-XPXBW,37,Santa Cruz,95062,36.974575,-121.991149,None,Yes,Yes,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Credit Card,78.9,2976.95,4576.12,Female,43,No,1,0,31089,No
3716-BDVDB,1,San Diego,92130,32.957195,-117.202542,Offer E,Yes,No,Yes,Fiber Optic,18,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.1,69.1,107.76,Male,62,No,0,0,81698,No
3716-LRGXK,60,San Jose,95136,37.270938,-121.851046,None,Yes,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,101.15,6067.4,6670.4,Male,27,Yes,0,1,67225,No
3716-UVSPD,1,San Juan Capistrano,92675,33.521447,-117.602555,None,Yes,No,Yes,DSL,5,No,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,-1,49.3,74.27,Male,54,No,0,1,48985,No
3717-FDJFU,5,Montgomery Creek,96065,40.877552,-121.885884,Offer E,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.45,106.9,252.65,Male,19,No,1,0,32011,No
3717-LNXKW,38,Glenn,95943,39.597975,-122.032248,None,Yes,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,91.7,3479.05,3962.03,Male,36,Yes,0,1,52750,No
3717-OEAUQ,2,Ione,95640,38.33788,-120.954202,Offer E,Yes,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Month-to-Month,Credit Card,-1,129.2,144.64,Male,37,No,0,1,65695,No
3717-OFRTN,1,Dublin,94568,37.713926,-121.928425,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,19.75,19.75,25.07,Male,48,No,0,1,59432,Yes
3719-TDVQB,54,Ripon,95366,37.750778,-121.13238,None,Yes,No,No,,,,,,,,,,Two Year,Mailed Check,18.95,1031.1,2323.86,Female,68,Yes,0,1,58656,Yes
3720-DBRWL,51,Tehama,96090,40.021787,-122.127576,Offer B,Yes,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,83.85,4307.1,4658.49,Male,20,Yes,0,1,71107,Yes
3721-CNEYS,2,Douglas City,96024,40.586588,-122.903677,None,Yes,No,Yes,Fiber Optic,26,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.95,137.95,168.61,Female,45,No,0,1,52074,Yes
3721-CNZHX,15,Berkeley,94704,37.871416,-122.246597,None,Yes,No,No,,,,,,,,,,One Year,Credit Card,19.8,304.6,387.7,Male,49,No,0,0,156924,Yes
3721-WKIIL,27,Smartville,95977,39.176595,-121.291692,None,Yes,No,No,,,,,,,,,,Two Year,Mailed Check,19.6,561.15,964.15,Female,62,No,1,1,51039,No
3722-WPXTK,1,Benton,93512,37.653947,-118.231443,None,Yes,No,Yes,Fiber Optic,46,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,88.35,88.35,102.61,Male,23,No,0,0,82427,Yes
3723-BFBGR,24,Borrego Springs,92004,33.200369,-116.192313,None,Yes,Yes,Yes,Cable,27,No,Yes,No,No,No,No,No,Two Year,Credit Card,54.8,1291.3,1609.14,Male,74,No,1,0,27071,Yes
3724-BSCVH,10,Mecca,92254,33.543835,-115.993906,Offer D,Yes,No,No,,,,,,,,,,One Year,Credit Card,20.45,242.4,618.3,Male,37,Yes,0,0,53312,No
3724-UCSHY,6,Reedley,93654,36.636638,-119.421842,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.55,122.9,342.14,Male,48,Yes,1,0,46377,Yes
3726-TBHQT,71,Catheys Valley,95306,37.394411,-120.127262,None,Yes,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,114,8175.9,9982.85,Male,25,Yes,1,0,22212,Yes
3727-JEZTU,1,Bakersfield,93312,35.392599,-119.245341,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.4,20.4,66.31,Female,29,No,1,1,48006,No
3727-OVPRY,66,Calabasas,91302,34.130861,-118.68346,Offer A,Yes,Yes,No,,,,,,,,,,One Year,Credit Card,25.7,1714.55,4541.99,Male,32,Yes,1,1,31353,Yes
3727-OWVYD,35,Campo,91906,32.673483,-116.472863,None,Yes,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,Yes,One Year,Mailed Check,61.2,2021.2,3364.5,Male,24,No,0,0,69882,No
3727-RJMEO,6,Rohnert Park,94928,38.34719,-122.697822,None,Yes,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,82.85,460.25,462.84,Male,34,Yes,0,2,7144,No
3729-OWRVL,65,Pixley,93256,35.957019,-119.330928,None,Yes,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,110.35,7246.15,10121.1,Male,80,No,0,0,80685,No
3733-LSYCE,15,Samoa,95564,40.809636,-124.189977,None,Yes,No,Yes,Fiber Optic,71,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.35,1114.55,1565.9,Female,22,Yes,0,1,69932,No
3733-UOCWF,61,Helendale,92342,34.757783,-117.33997,Offer B,Yes,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,Yes,One Year,Bank Withdrawal,85.55,5251.75,8097.4,Male,78,Yes,0,0,82384,No
3733-ZEECP,22,Inglewood,90301,33.956445,-118.358634,None,Yes,No,Yes,Cable,27,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,51.1,1232.9,1846.92,Male,29,Yes,1,1,50898,No
3736-BLEPA,28,Folsom,95630,38.672638,-121.147403,Offer C,Yes,No,Yes,Fiber Optic,12,No,Yes,No,Yes,Yes,No,Yes,One Year,Bank Withdrawal,91.25,2483.65,2866.97,Male,50,No,0,1,52157,No
3737-GCSPV,11,Millbrae,94030,37.601248,-122.403099,None,Yes,Yes,Yes,Fiber Optic,19,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Credit Card,96.2,1222.05,1517.73,Female,60,Yes,0,1,57744,No
3737-XBQDD,24,Mount Laguna,91948,32.830852,-116.444601,Offer C,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,84.85,2048.8,2443.92,Male,57,No,1,0,42403,No
3739-YBWAB,36,Paramount,90723,33.897122,-118.164432,Offer C,No,,Yes,Cable,23,Yes,No,Yes,No,No,No,Yes,One Year,Mailed Check,35.35,1317.95,1317.95,Male,37,Yes,0,0,75437,Yes
3740-RLMVT,67,Saint Helena,94574,38.581354,-122.296283,Offer A,Yes,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,Yes,One Year,Bank Withdrawal,60.95,4119.4,6920.9,Male,79,Yes,1,1,53083,No
3744-ZBHON,3,Highland,92346,34.129677,-117.154277,None,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,20.2,65.95,161.38,Female,64,No,0,0,82576,Yes
3744-ZRRDZ,21,Torrance,90501,33.833699,-118.314387,Offer D,Yes,Yes,Yes,Fiber Optic,48,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,82.35,1852.85,2120.81,Male,25,No,1,0,28420,No
3745-HRPHI,66,Yuba City,95993,39.075694,-121.70606,None,No,,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,54.65,3632,3585.25,Male,49,Yes,1,1,34487,No
3746-EUBYR,1,Fallbrook,92028,33.362575,-117.299644,Offer E,Yes,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.6,74.6,119.33,Male,63,Yes,1,0,30732,Yes
3748-FVMZZ,4,Oakland,94610,37.808731,-122.238708,None,No,,Yes,DSL,13,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,40.05,162.45,162.45,Male,33,No,0,0,20491,No
3750-CKVKH,2,Clearlake Oaks,95423,39.07116,-122.598542,None,Yes,No,Yes,Fiber Optic,4,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,67.75,116.65,140.15,Male,58,No,1,1,44377,No
3750-RNQKR,12,Alameda,94501,37.774633,-122.274434,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.45,246.25,463.69,Female,38,No,1,0,157733,No
3750-YHRYO,7,Glendora,91741,34.14649,-117.849815,None,Yes,No,No,,,,,,,,,,One Year,Mailed Check,20.65,150,297.63,Male,64,Yes,0,0,70792,Yes
3751-KTZEL,1,Yorkville,95494,38.888351,-123.239647,Offer E,No,,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Month-to-Month,Mailed Check,35.05,35.05,35.05,Female,62,No,0,1,67536,Yes
3752-CQSJI,13,San Anselmo,94960,37.99272,-122.575026,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.45,254.5,467.7,Female,59,Yes,1,0,76445,No
3753-TSEMP,15,San Diego,92139,32.677716,-117.047666,None,Yes,No,Yes,Fiber Optic,76,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,88.15,1390.6,1574.65,Female,21,Yes,0,1,60000,No
3754-DXMRT,2,San Pablo,94806,37.980269,-122.342635,None,Yes,No,Yes,DSL,25,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.15,92.65,179.97,Male,78,No,1,0,54006,Yes
3755-JBMNH,16,Huntington Beach,92648,33.679659,-118.016195,None,Yes,No,Yes,Fiber Optic,5,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,71.8,1167.8,1902.2,Male,78,Yes,0,0,37760,Yes
3756-VNWDH,65,Pasadena,91101,34.146635,-118.139225,None,Yes,Yes,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,100.75,6674.65,8759.85,Male,66,Yes,0,0,14188,Yes
3757-NJYBX,32,Nipomo,93444,35.050345,-120.489599,None,Yes,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,3520.75,3774.19,Male,77,Yes,0,1,59594,No
3758-CKOQL,59,Valyermo,93563,34.39583,-117.734568,Offer B,Yes,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Credit Card,107,6152.3,8580.15,Female,20,Yes,0,1,54386,No
3761-FLYZI,65,Los Angeles,90011,34.00709,-118.258681,None,Yes,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,108.8,7082.45,10215.38,Female,69,Yes,1,0,22804,No
3763-GCZHZ,66,Hathaway Pines,95233,38.184914,-120.364085,Offer A,Yes,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,104.05,6890,8214.62,Male,23,Yes,0,1,78710,No
3764-MNMOI,46,Boulevard,91905,32.677097,-116.304991,Offer B,Yes,No,No,,,,,,,,,,Two Year,Credit Card,19.2,908.15,2333.69,Male,49,No,0,1,50725,No
3765-JXVKY,1,Paynes Creek,96075,40.343213,-121.815412,Offer E,Yes,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.7,74.7,118.81,Female,23,No,0,1,67432,No
3766-EJLFL,68,Mill Creek,96061,40.331975,-121.460674,None,Yes,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.05,7508.55,8761.11,Female,55,Yes,0,0,8028,Yes
3768-NLUBH,57,Torrance,90503,33.840399,-118.353714,Offer B,Yes,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.6,5746.15,8145.85,Male,73,Yes,0,0,72066,No
3768-VHXQO,67,Redondo Beach,90278,33.873395,-118.37019,Offer A,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,24.85,1583.5,1803.26,Male,19,Yes,2,1,38285,No
3769-MHZNV,33,Salyer,95563,40.89866,-123.539754,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.1,670.35,1471.26,Female,61,Yes,0,1,46086,Yes
3771-PZOBW,20,Solvang,93463,34.624399,-120.137875,Offer D,Yes,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,Yes,Month-to-Month,Credit Card,90.7,1781.35,2289.55,Male,38,No,1,0,38175,Yes
3774-VBNXY,64,Hawaiian Gardens,90716,33.830431,-118.074071,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,20.2,1277.75,3597.11,Female,23,Yes,0,1,58350,No
3776-EKTKM,1,Burbank,91501,34.188339,-118.300942,None,No,,Yes,Cable,26,No,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,36.45,36.45,36.45,Female,79,No,0,1,62061,No
3777-XROBG,58,Echo Lake,95721,38.851842,-120.076204,None,Yes,No,No,,,,,,,,,,Two Year,Credit Card,19.55,1079.65,3603.81,Female,52,Yes,0,0,62551,No
3778-FOAQW,24,San Diego,92127,33.017518,-117.118456,Offer C,Yes,No,No,,,,,,,,,,One Year,Credit Card,20.15,456.85,1245.49,Female,33,Yes,0,0,75865,No
3779-OSWCF,71,Dillon Beach,94929,38.24458,-122.956268,None,Yes,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,93.2,6506.15,7366.67,Female,38,Yes,1,1,56386,No
3780-DDGSE,35,Shoshone,92384,35.924252,-116.188668,Offer C,Yes,No,Yes,DSL,17,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,76.05,2747.2,3243.85,Male,77,Yes,0,0,71964,No
3780-YVMFA,8,Long Beach,90803,33.760458,-118.129725,None,Yes,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,68.55,564.35,803.87,Female,33,Yes,0,1,40233,Yes
3785-KTYSH,53,Mission Hills,91345,34.266389,-118.459744,None,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,24.6,1279,3051.8,Male,24,No,1,0,15038,No
3785-NRHYR,1,Bridgeport,93517,38.184583,-119.286558,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.65,19.65,36.56,Male,40,No,0,1,69389,No
3786-WOVKF,72,Anaheim,92807,33.848733,-117.788357,Offer A,Yes,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,No,One Year,Bank Withdrawal,106.85,7677.4,8342.6,Female,69,Yes,0,1,44989,No
3787-TRIAL,21,San Ardo,93450,35.996008,-120.85305,Offer D,No,,Yes,DSL,59,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,26.05,565.75,565.75,Male,23,Yes,1,1,36807,No
3791-LGQCY,56,Loomis,95650,38.809175,-121.171375,None,Yes,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,100.65,5688.05,7711.41,Female,68,Yes,0,0,15033,No
3793-MMFUH,13,Davis,95618,38.544002,-121.685559,None,Yes,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.05,1290,1537.39,Female,73,No,0,0,33051,Yes
3794-NFNCH,30,Bella Vista,96008,40.722733,-122.109666,Offer C,Yes,No,Yes,DSL,6,No,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,50,1474.9,2169.7,Male,53,Yes,0,0,72460,Yes
3795-CAWEX,70,Whitmore,96096,40.637105,-121.906949,Offer A,Yes,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,116.55,8152.3,11006.2,Male,21,Yes,1,1,53359,No
3795-GWTRD,63,Los Angeles,90048,34.072945,-118.37267,None,Yes,No,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Credit Card,75.55,4707.85,5106.64,Female,58,Yes,0,1,36930,No
3796-ENZGF,63,The Sea Ranch,95497,38.696659,-123.436861,None,Yes,Yes,Yes,Cable,28,No,Yes,No,Yes,No,Yes,No,Two Year,Credit Card,67.25,4234.15,7416.97,Male,52,Yes,1,1,34853,No
3797-FKOGQ,11,Canoga Park,91303,34.19829,-118.602203,None,Yes,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,86.2,893.2,987.44,Male,31,No,0,1,25358,Yes
3797-VTIDR,1,San Jose,95121,37.304681,-121.809955,Offer E,No,,Yes,DSL,21,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,23.45,23.45,23.45,Male,55,Yes,1,0,27889,No
3798-EPWRR,2,Beverly Hills,90212,34.062095,-118.401508,Offer E,Yes,No,Yes,DSL,30,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,43.95,85.1,123.28,Female,74,No,0,0,74268,No
3799-ISUZQ,7,California Hot Springs,93207,35.865795,-118.69759,None,Yes,No,Yes,Fiber Optic,3,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.95,529.5,777.44,Male,49,Yes,1,0,35178,No
3800-LYTRK,14,Point Reyes Station,94956,38.060264,-122.830646,None,Yes,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,One Year,Credit Card,-8,795.15,1282.67,Female,52,No,0,1,61794,Yes
3801-HMYNL,1,Brooks,95606,38.809804,-122.241383,None,Yes,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Mailed Check,89.15,89.15,121.5,Male,44,Yes,1,1,62845,No
3803-KMQFW,1,Brea,92821,33.930199,-117.862898,None,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,20.55,20.55,58.47,Female,25,Yes,0,0,79530,Yes
3804-RVTGV,50,Mountain View,94043,37.419725,-122.062947,Offer B,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.85,5017.9,7128.4,Male,55,Yes,1,1,34026,No
3806-DXQOM,4,Baker,92309,35.28952,-116.092214,Offer E,No,,Yes,DSL,4,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,33.65,137.85,137.85,Female,47,No,1,0,41335,No
3806-YAZOV,3,Lagunitas,94938,38.021772,-122.691744,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,18.8,56,75.83,Female,44,No,0,1,56796,Yes
3807-BPOMJ,55,Dobbins,95935,39.381174,-121.21191,Offer B,Yes,No,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,94.75,5276.1,6647.25,Female,59,Yes,1,0,37126,Yes
3807-XHCJH,1,Fish Camp,93623,37.483535,-119.679414,None,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,20,20,26.86,Female,21,Yes,1,1,35704,No
3808-HFKDE,20,Alhambra,91801,34.090925,-118.128164,Offer D,Yes,No,Yes,Cable,18,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.35,927.15,1010.15,Female,35,No,0,1,71706,No
3810-DVDQQ,72,Shasta Lake,96019,40.692523,-122.369876,None,Yes,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,117.6,8308.9,11688.9,Female,28,Yes,0,1,56129,Yes
3810-PJUHR,70,Morongo Valley,92256,34.097863,-116.594561,Offer A,Yes,Yes,No,,,,,,,,,,Two Year,Credit Card,25.35,1715.15,2447.35,Male,63,Yes,0,0,41411,No
3811-VBYBZ,7,Lytle Creek,92358,34.238162,-117.534306,None,Yes,Yes,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,99.8,673.25,1012.46,Male,61,No,1,0,20425,Yes
3812-LRZIR,27,Desert Hot Springs,92240,33.948558,-116.516976,None,Yes,Yes,No,,,,,,,,,,Two Year,Bank Withdrawal,24.5,761.95,1720.99,Female,51,Yes,0,0,83844,No
3813-DHBBB,67,Cedarville,96104,41.505916,-120.152505,None,No,,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,50.95,3521.7,3521.7,Male,39,Yes,0,1,62568,Yes
3814-MLAXC,31,Hayward,94545,37.62984,-122.120843,None,Yes,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,79.85,2404.15,2919.68,Female,58,No,0,1,45736,No
3815-SLMEF,3,Avenal,93204,35.916943,-120.129921,Offer E,No,,Yes,Cable,52,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Mailed Check,34.25,139.35,139.35,Female,26,No,1,0,20559,No
3823-KYNQY,12,Van Nuys,91406,34.195685,-118.490752,Offer D,Yes,Yes,No,,,,,,,,,,One Year,Credit Card,24.95,280.4,587.24,Male,61,No,0,1,61074,No
3824-RHKVR,17,Fullerton,92833,33.877639,-117.961212,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,Credit Card,19.7,340.35,718.77,Female,27,No,0,0,18222,No
3831-YCPUO,72,Glencoe,95232,38.358464,-120.579304,None,Yes,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,109.5,7854.9,10175.46,Female,38,Yes,0,1,58646,No
3834-XUIFC,7,Long Beach,90814,33.771612,-118.143866,Offer E,Yes,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,85.2,602.55,734.36,Male,23,No,0,1,51518,No
3836-FZSDJ,71,Fresno,93720,36.878709,-119.7645,Offer A,Yes,Yes,No,,,,,,,,,,Two Year,Bank Withdrawal,24.85,1901,3476.49,Male,69,Yes,2,1,22574,No
3838-OZURD,66,Somes Bar,95568,41.444606,-123.471895,Offer A,Yes,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Credit Card,105,7133.25,7613.73,Male,28,Yes,1,1,15056,No
3841-CONLJ,1,Morro Bay,93442,35.369553,-120.763864,None,No,,Yes,DSL,14,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,35,35,35,Female,33,Yes,1,1,36921,No
3841-NFECX,71,Los Angeles,90033,34.050198,-118.210946,None,Yes,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,96.35,6766.95,10105.37,Female,69,Yes,0,0,80573,No
3842-IYKUE,35,San Leandro,94579,37.687264,-122.15728,Offer C,Yes,Yes,Yes,Fiber Optic,41,No,Yes,No,Yes,No,No,No,Month-to-Month,Credit Card,85.3,2917.5,4603.51,Female,28,No,1,1,38578,No
3842-QTGDL,16,Walnut Creek,94595,37.862128,-122.075197,None,Yes,No,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.75,1321.3,2057.3,Male,59,Yes,0,1,57247,No
3845-FXCYS,2,Long Barn,95335,38.109125,-120.078597,None,Yes,No,No,,,,,,,,,,Month-to-Month,Bank Withdrawal,19.65,31.2,46.8,Male,55,No,0,0,63211,Yes
